  mype,      init,    upsend,    dnsend,    weight,    hfiltT,     hfilt,    vfiltT,     vfilt,     bocoT,      boco,   filt2an,     aintp,      intp,   an2filt,    output,     total,  multiply,  ifc_mult,   ifc_reg,  ifc_fset,preprocess,anal_to_fi, filtering,filt_to_an,postproces,    icount
     0,    0.0000,   50.6907,   60.3988,   25.2326,  139.7720,  139.5768,   12.7847,   12.3831,   35.1786,   37.9420,    0.0000,    0.0000,    0.0000,   95.8320,    0.0000,    0.0000,  699.3345,  700.3816,    0.1186,    0.2071,   13.1486,   97.8258,  515.0730,   55.3123,   14.0078,      3060
     1,    0.0000,   51.3709,   59.6540,   25.3412,  135.4345,  135.2288,   12.2204,   11.5244,   38.9823,   40.9454,    0.0000,    0.0000,    0.0000,  100.4535,    0.0000,    0.0000,  699.2223,  700.2572,    0.1186,    0.2077,   12.6393,  101.6613,  511.5713,   57.7021,   12.4807,      3060
     2,    0.0000,   50.6143,   58.3107,   25.3566,  135.5158,  135.2379,   12.3597,   11.7888,   38.5383,   41.5645,    0.0000,    0.0000,    0.0000,  100.7359,    0.0000,    0.0000,  699.2229,  700.2497,    0.1197,    0.2053,   12.8757,  102.0819,  510.1868,   57.6910,   12.6157,      3060
     3,    0.0000,   54.6681,   55.3019,   25.9739,  135.2448,  135.1774,   12.3147,   12.2231,   37.1683,   39.2124,    0.0000,    0.0000,    0.0000,   99.9983,    0.0000,    0.0000,  699.0183,  700.0524,    0.1209,    0.2090,   12.9502,  101.2898,  508.1837,   59.3981,   13.3417,      3060
     4,    0.0000,   55.5411,   54.3611,   26.2850,  135.3540,  134.7184,   12.0908,   11.4097,   35.4228,   39.5481,    0.0000,    0.0000,    0.0000,  100.2470,    0.0000,    0.0000,  695.6064,  696.6681,    0.1208,    0.2110,   13.1808,  101.5733,  505.6385,   56.5387,   14.6302,      3060
     5,    0.0000,   54.7896,   51.7902,   26.5909,  134.9280,  134.6883,   12.1408,   11.7917,   34.4897,   38.9590,    0.0000,    0.0000,    0.0000,  100.2634,    0.0000,    0.0000,  693.0231,  694.0823,    0.1220,    0.2093,   13.2878,  101.8260,  501.0914,   55.4263,   17.1198,      3060
     6,    0.0000,   52.1364,   54.8249,   24.3318,  134.8913,  134.7690,   12.1423,   11.6349,   35.0964,   41.1735,    0.0000,    0.0000,    0.0000,   99.8100,    0.0000,    0.0000,  693.2660,  694.3172,    0.1203,    0.2091,   13.3541,  101.4050,  501.9424,   54.6987,   17.5075,      3060
     7,    0.0000,   54.6612,   51.6496,   26.4172,  135.1053,  134.7050,   12.1022,   11.7623,   37.2110,   37.1120,    0.0000,    0.0000,    0.0000,   99.6417,    0.0000,    0.0000,  694.1007,  695.1560,    0.1189,    0.2077,   13.3928,  100.9735,  501.6863,   56.8520,   16.8979,      3060
     8,    0.0000,   54.0869,   49.6541,   25.4184,  135.4183,  136.0079,   12.0827,   11.4662,   37.8113,   37.4103,    0.0000,    0.0000,    0.0000,  101.0808,    0.0000,    0.0000,  694.0686,  695.1257,    0.1209,    0.2121,   13.4623,  102.3022,  500.3238,   57.8830,   15.6872,      3060
     9,    0.0000,   54.7063,   47.0933,   25.7878,  135.3130,  136.0404,   12.1709,   11.3865,   37.9118,   38.2195,    0.0000,    0.0000,    0.0000,  100.3830,    0.0000,    0.0000,  693.7882,  694.8377,    0.1196,    0.2131,   13.4074,  101.9007,  499.5457,   58.0606,   16.4194,      3060
    10,    0.0000,   53.9951,   47.2732,   26.0341,  135.2371,  136.0373,   12.1671,   11.4162,   38.4277,   38.3480,    0.0000,    0.0000,    0.0000,  100.9690,    0.0000,    0.0000,  692.7312,  693.7947,    0.1201,    0.2140,   13.3872,  102.4013,  499.8875,   56.2236,   16.6989,      3060
    11,    0.0000,   57.0642,   44.0140,   25.6107,  135.7123,  135.9201,   12.1299,   11.4994,   37.1242,   37.2444,    0.0000,    0.0000,    0.0000,  100.7068,    0.0000,    0.0000,  691.7046,  692.7735,    0.1226,    0.2151,   13.3790,  101.9397,  497.3322,   57.7700,   17.1087,      3060
    12,    0.0000,   54.8764,   44.7790,   26.6961,  135.3918,  134.4030,   12.4989,   11.4986,   36.8892,   37.9785,    0.0000,    0.0000,    0.0000,  100.7994,    0.0000,    0.0000,  684.2936,  685.3449,    0.1225,    0.2120,   13.5193,  102.0687,  495.9059,   49.9060,   18.8532,      3060
    13,    0.0000,   56.0521,   36.2701,   26.4334,  135.4947,  134.4557,   12.4758,   12.5641,   35.8637,   37.5799,    0.0000,    0.0000,    0.0000,   98.5251,    0.0000,    0.0000,  677.1334,  678.1852,    0.1207,    0.2094,   13.4448,  100.2124,  488.1805,   49.7807,   21.6398,      3060
    14,    0.0000,   50.0664,   59.8525,   26.8819,  135.3037,  134.5818,   12.5353,   11.9361,   43.4401,   36.4119,    0.0000,    0.0000,    0.0000,   96.8356,    0.0000,    0.0000,  694.7481,  695.8150,    0.1207,    0.2123,   13.6206,   98.5252,  511.9998,   52.4945,   13.9183,      3060
    15,    0.0000,   47.1694,   56.5741,   25.7532,  135.2018,  135.0171,   12.5231,   12.0416,   46.6215,   37.0487,    0.0000,    0.0000,    0.0000,  100.9074,    0.0000,    0.0000,  695.8435,  696.9002,    0.1213,    0.2124,   13.6680,  101.8978,  508.8810,   54.5698,   12.6497,      3060
    16,    0.0000,   51.1558,   52.2343,   14.2185,  134.2511,  134.4080,   11.9173,   10.4672,   45.6466,   48.6840,    0.0000,    0.0000,    0.0000,  100.4195,    0.0000,    0.0000,  695.1995,  696.2457,    0.1206,    0.2090,   13.2921,  101.9956,  503.8434,   60.0333,   12.0791,      3060
    17,    0.0000,   51.8301,   45.2464,   15.2996,  134.2856,  133.7186,   11.8892,   10.6951,   39.0375,   54.9248,    0.0000,    0.0000,    0.0000,   99.7150,    0.0000,    0.0000,  693.1621,  694.2101,    0.1182,    0.2066,   13.2893,  101.4851,  497.7745,   60.9255,   15.6390,      3060
    18,    0.0000,   51.4167,   44.6314,   16.8212,  134.4897,  133.7824,   11.9657,   10.7018,   38.8416,   52.9973,    0.0000,    0.0000,    0.0000,  100.9654,    0.0000,    0.0000,  692.4583,  693.5014,    0.1181,    0.2087,   13.2268,  102.7400,  496.4949,   59.9703,   16.0663,      3060
    19,    0.0000,   51.4257,   40.9991,   16.4404,  134.3832,  133.7312,   12.2811,   10.8933,   39.0150,   50.9830,    0.0000,    0.0000,    0.0000,   98.4839,    0.0000,    0.0000,  693.5578,  694.5948,    0.1204,    0.2078,   14.0875,  100.1564,  491.0508,   66.1198,   16.9297,      3060
    20,    0.0000,   47.6335,   44.2974,   15.8309,  134.2953,  133.7049,   11.9468,   10.7349,   38.7196,   49.2452,    0.0000,    0.0000,    0.0000,  103.4903,    0.0000,    0.0000,  692.9228,  693.9715,    0.1199,    0.2090,   13.5464,  105.3850,  487.3117,   66.2166,   15.8833,      3060
    21,    0.0000,   49.2129,   49.2453,   15.0944,  134.3886,  133.3980,   12.0719,   10.7786,   33.2499,   50.7724,    0.0000,    0.0000,    0.0000,  105.7431,    0.0000,    0.0000,  693.3312,  694.3803,    0.1216,    0.2108,   13.6344,  107.5711,  489.0709,   62.5863,   15.8753,      3060
    22,    0.0000,   51.0114,   46.9609,   16.9201,  134.7618,  133.3303,   12.0200,   10.7216,   32.5968,   50.7863,    0.0000,    0.0000,    0.0000,  106.3112,    0.0000,    0.0000,  693.8362,  694.8919,    0.1224,    0.2116,   13.5926,  107.9433,  489.9661,   62.5172,   15.3457,      3060
    23,    0.0000,   51.3105,   46.0140,   17.3739,  134.5303,  133.2647,   12.0039,   10.7254,   34.5289,   48.9721,    0.0000,    0.0000,    0.0000,  105.7205,    0.0000,    0.0000,  693.8032,  694.8584,    0.1191,    0.2085,   13.5221,  107.5205,  489.5927,   63.7500,   15.1031,      3060
    24,    0.0000,   50.8452,   40.7216,   17.4794,  134.8140,  133.6416,   12.2615,   10.1409,   33.7410,   48.8297,    0.0000,    0.0000,    0.0000,  105.5858,    0.0000,    0.0000,  687.3576,  688.3980,    0.1202,    0.2086,   14.4923,  107.0878,  483.3500,   62.0991,   15.7504,      3060
    25,    0.0000,   51.3965,   36.3638,   17.8886,  134.8952,  133.6043,   11.9762,   10.3822,   34.1113,   49.4491,    0.0000,    0.0000,    0.0000,  106.3517,    0.0000,    0.0000,  683.7916,  684.8278,    0.1171,    0.2050,   13.8646,  107.9628,  480.8953,   60.0995,   17.3467,      3060
    26,    0.0000,   48.7688,   35.8939,   18.1289,  134.9637,  133.5342,   12.4909,   10.5298,   37.0999,   47.6641,    0.0000,    0.0000,    0.0000,  102.2016,    0.0000,    0.0000,  682.4820,  683.5243,    0.1208,    0.2076,   15.8852,  103.7884,  479.9562,   57.9868,   19.4896,      3060
    27,    0.0000,   51.2773,   33.9907,   17.4102,  134.9483,  133.9253,   11.9318,   10.5692,   36.5590,   46.7330,    0.0000,    0.0000,    0.0000,  103.8084,    0.0000,    0.0000,  673.3167,  674.3725,    0.1196,    0.2112,   13.7500,  105.6461,  478.2822,   51.8622,   20.6281,      3060
    28,    0.0000,   51.0039,   58.1821,   14.4733,  134.4095,  133.2725,   12.3091,   11.1900,   38.0401,   49.4371,    0.0000,    0.0000,    0.0000,  101.2383,    0.0000,    0.0000,  691.8273,  692.8795,    0.1194,    0.2094,   14.0078,  103.3579,  503.2969,   51.3881,   16.0653,      3060
    29,    0.0000,   49.9682,   54.4978,   15.7923,  134.6806,  132.9931,   12.2538,   10.9917,   34.6505,   51.3012,    0.0000,    0.0000,    0.0000,  107.9382,    0.0000,    0.0000,  693.2063,  694.2563,    0.1192,    0.2074,   13.7585,  109.4209,  497.9146,   54.5649,   14.2169,      3060
    30,    0.0000,   51.2051,   54.0836,   17.0874,  134.6139,  133.1983,   12.4787,   11.2654,   36.5754,   47.5746,    0.0000,    0.0000,    0.0000,  103.2129,    0.0000,    0.0000,  695.0404,  696.0781,    0.1196,    0.2065,   15.8463,  104.4544,  499.0273,   57.3304,   13.1889,      3060
    31,    0.0000,   52.4381,   41.7410,   15.9788,  134.6733,  133.5854,   12.4290,   10.4356,   40.2137,   44.6535,    0.0000,    0.0000,    0.0000,  104.5080,    0.0000,    0.0000,  690.3594,  691.4050,    0.1173,    0.2093,   14.2667,  106.0612,  487.1214,   62.5422,   16.5680,      3060
    32,    0.0000,   48.6988,   41.7116,   21.9210,  136.5609,  134.9597,   12.1479,   10.8779,   38.9254,   37.5895,    0.0000,    0.0000,    0.0000,  107.2751,    0.0000,    0.0000,  692.3342,  693.3837,    0.1184,    0.2072,   13.5082,  109.1162,  484.4799,   64.3247,   16.7219,      3060
    33,    0.0000,   50.4842,   49.6816,   22.2521,  136.9471,  134.9168,   12.2089,   11.2838,   33.4433,   38.9264,    0.0000,    0.0000,    0.0000,  107.4472,    0.0000,    0.0000,  694.5674,  695.6196,    0.1197,    0.2083,   13.6022,  109.4046,  491.1687,   60.2301,   15.9776,      3060
    34,    0.0000,   50.7762,   53.9685,   21.6742,  136.6973,  135.1209,   12.1157,   11.1895,   34.2363,   37.8589,    0.0000,    0.0000,    0.0000,  105.6711,    0.0000,    0.0000,  695.7625,  696.8111,    0.1176,    0.2099,   13.5875,  107.8026,  494.7004,   60.1823,   15.3261,      3060
    35,    0.0000,   48.1143,   53.4330,   22.6841,  136.4651,  134.9058,   12.5475,   11.1611,   35.5248,   36.4872,    0.0000,    0.0000,    0.0000,  106.5973,    0.0000,    0.0000,  697.5863,  698.6300,    0.1188,    0.2078,   14.1260,  108.5026,  492.3299,   63.6252,   14.0146,      3060
    36,    0.0000,   46.4306,   50.5872,   22.5361,  136.3449,  135.6066,   13.0447,   11.1328,   38.0860,   38.1522,    0.0000,    0.0000,    0.0000,  107.3185,    0.0000,    0.0000,  697.8713,  698.9083,    0.1182,    0.2065,   14.2922,  109.1199,  492.9170,   63.2728,   13.8342,      3060
    37,    0.0000,   50.4997,   49.0566,   22.3140,  136.8744,  135.5180,   12.7546,   11.1299,   34.3587,   38.9992,    0.0000,    0.0000,    0.0000,  106.9073,    0.0000,    0.0000,  697.4001,  698.4402,    0.1191,    0.2048,   13.9246,  108.8306,  492.5184,   63.7321,   14.2653,      3060
    38,    0.0000,   47.9917,   48.9039,   22.4283,  136.6912,  135.6939,   12.9343,   11.1308,   36.5198,   38.4387,    0.0000,    0.0000,    0.0000,  107.5574,    0.0000,    0.0000,  697.4350,  698.4787,    0.1190,    0.2076,   14.1105,  109.4140,  491.8228,   63.1063,   14.8293,      3060
    39,    0.0000,   49.2782,   43.3075,   22.4159,  136.4493,  135.5923,   12.6848,   11.2266,   37.7103,   37.5331,    0.0000,    0.0000,    0.0000,  106.1084,    0.0000,    0.0000,  696.4992,  697.5467,    0.1192,    0.2085,   14.1360,  107.8513,  487.2711,   66.9710,   15.9636,      3060
    40,    0.0000,   45.1739,   45.3124,   18.2320,  136.0260,  132.9348,   11.8653,   10.8427,   49.3437,   35.5724,    0.0000,    0.0000,    0.0000,  105.7970,    0.0000,    0.0000,  683.3812,  684.4203,    0.1214,    0.2101,   12.8072,  107.4513,  486.2613,   55.9089,   17.6202,      3060
    41,    0.0000,   54.0066,   42.0204,   18.8589,  136.1965,  133.3251,   11.8258,   11.0399,   32.5255,   42.0259,    0.0000,    0.0000,    0.0000,  103.5201,    0.0000,    0.0000,  672.6173,  673.6654,    0.1180,    0.2075,   12.6634,  105.7263,  482.8389,   46.7715,   21.5389,      3060
    42,    0.0000,   54.9571,   46.8807,   20.9004,  135.9737,  133.8972,   12.0280,   10.9975,   32.5904,   39.5367,    0.0000,    0.0000,    0.0000,  102.5884,    0.0000,    0.0000,  689.5517,  690.5911,    0.1196,    0.2073,   12.7635,  104.4886,  488.8420,   64.5016,   15.4710,      3060
    43,    0.0000,   47.4394,   44.9998,   21.5741,  135.5600,  133.2158,   12.2188,   10.7832,   36.0262,   41.1471,    0.0000,    0.0000,    0.0000,  109.7074,    0.0000,    0.0000,  691.4523,  692.4847,    0.1186,    0.2037,   12.7440,  111.4276,  483.8978,   65.7285,   14.1856,      3060
    44,    0.0000,   49.2412,   47.2724,   21.6914,  135.9535,  133.7341,   12.1402,   11.1552,   35.2616,   39.8626,    0.0000,    0.0000,    0.0000,  108.0235,    0.0000,    0.0000,  695.0418,  696.0997,    0.1206,    0.2120,   13.3834,  109.7072,  487.3449,   66.7362,   13.8573,      3060
    45,    0.0000,   49.7400,   48.5896,   21.7135,  135.6250,  133.4429,   12.1238,   11.0591,   35.1214,   41.5224,    0.0000,    0.0000,    0.0000,  108.2134,    0.0000,    0.0000,  694.8787,  695.9352,    0.1211,    0.2114,   12.8922,  110.1713,  489.8904,   64.0788,   14.7259,      3060
    46,    0.0000,   48.1814,   49.1188,   21.5793,  136.2389,  133.2548,   12.7314,   11.1927,   32.5776,   42.3152,    0.0000,    0.0000,    0.0000,  105.3509,    0.0000,    0.0000,  696.1226,  697.1748,    0.1169,    0.2104,   15.4120,  107.1551,  488.1721,   64.3686,   15.4944,      3060
    47,    0.0000,   48.1138,   56.5108,   18.9774,  135.9439,  134.0803,   12.2849,   10.8986,   30.8068,   40.1555,    0.0000,    0.0000,    0.0000,  109.5060,    0.0000,    0.0000,  693.7796,  694.8230,    0.1173,    0.2099,   13.0724,  111.2787,  488.7378,   61.7669,   15.3107,      3060
    48,    0.0000,   50.9477,   58.1005,    1.0718,  131.9803,  130.2308,   11.5571,    9.8309,   29.3989,   60.8626,    0.0000,    0.0000,    0.0000,  116.0679,    0.0000,    0.0000,  661.3279,  662.3766,    0.1179,    0.2097,    6.7018,  117.0260,  484.7201,   44.7082,    7.4761,      3060
    49,    0.0000,   44.7239,  144.0310,    3.7672,   69.9409,   66.4403,   12.5692,   12.2933,   17.7993,  121.2054,    0.0000,    0.0000,    0.0000,  109.0425,    0.0000,    0.0000,  698.2709,  699.0821,    0.0562,    0.1239,   13.5265,  110.9599,  493.6596,   60.1264,   15.3159,      3060
    50,    0.0000,   46.4472,  142.4930,    3.9422,   68.2565,   65.9843,   12.0788,   11.7406,   18.0542,  122.9876,    0.0000,    0.0000,    0.0000,  111.1134,    0.0000,    0.0000,  697.6099,  698.4214,    0.0554,    0.1240,   12.6263,  112.9888,  492.8087,   60.2407,   15.1646,      3060
    51,    0.0000,   49.2141,  143.3582,    3.8029,   68.4882,   65.9391,   12.0630,   11.6414,   16.4358,  122.5068,    0.0000,    0.0000,    0.0000,  108.0823,    0.0000,    0.0000,  697.2467,  698.0666,    0.0600,    0.1272,   12.9756,  110.5666,  494.2887,   59.9494,   15.0696,      3060
    52,    0.0000,   44.8554,  142.5472,    3.8069,   68.0732,   65.9385,   12.1740,   11.8080,   20.1649,  123.1744,    0.0000,    0.0000,    0.0000,  109.7033,    0.0000,    0.0000,  697.4449,  698.2660,    0.0571,    0.1208,   12.8784,  111.6907,  493.3872,   60.4029,   14.9589,      3060
    53,    0.0000,   47.4863,  138.8110,    3.7268,   68.1082,   65.7789,   12.3871,   11.2553,   16.1239,  126.3104,    0.0000,    0.0000,    0.0000,  109.1620,    0.0000,    0.0000,  692.8492,  693.6447,    0.0564,    0.1215,   12.8500,  111.1822,  490.8053,   57.9397,   16.5457,      3060
    54,    0.0000,   46.5275,  141.9079,    3.7930,   67.8197,   65.8448,   12.4734,   11.4778,   17.6672,  120.7502,    0.0000,    0.0000,    0.0000,  107.5100,    0.0000,    0.0000,  687.4545,  688.2489,    0.0550,    0.1182,   12.7045,  109.8513,  489.0826,   53.8223,   18.7977,      3060
    55,    0.0000,   50.2053,  136.2439,    3.2097,   68.0827,   65.5810,   12.5304,   11.4758,   12.1987,  121.6338,    0.0000,    0.0000,    0.0000,  103.2970,    0.0000,    0.0000,  679.9598,  680.7655,    0.0567,    0.1205,   13.3004,  106.3418,  482.0566,   53.6901,   20.4278,      3060
    56,    0.0000,   33.9050,  146.9436,    3.2718,   68.2654,   65.5812,   12.4057,   11.4055,   32.5426,  115.7050,    0.0000,    0.0000,    0.0000,  103.4771,    0.0000,    0.0000,  686.4416,  687.2633,    0.0568,    0.1196,   13.1391,  106.7400,  490.9155,   53.1758,   18.5905,      3060
    57,    0.0000,   29.2315,  145.4214,    3.4987,   67.6777,   66.1535,   12.3515,   11.6672,   32.1861,  116.8480,    0.0000,    0.0000,    0.0000,  110.4688,    0.0000,    0.0000,  694.3282,  695.1379,    0.0548,    0.1217,   12.9649,  112.4617,  485.9062,   60.9746,   17.1990,      3060
    58,    0.0000,   30.3838,  145.0461,    3.7471,   68.0318,   66.1130,   12.2969,   11.6555,   32.1299,  118.7093,    0.0000,    0.0000,    0.0000,  109.0699,    0.0000,    0.0000,  695.4007,  696.2004,    0.0545,    0.1169,   12.8642,  111.8378,  488.9600,   59.8844,   17.1407,      3060
    59,    0.0000,   31.4585,  147.7767,    3.8636,   67.7962,   66.0502,   12.4409,   11.6034,   31.3939,  117.0726,    0.0000,    0.0000,    0.0000,  111.1208,    0.0000,    0.0000,  696.9950,  697.7952,    0.0550,    0.1243,   12.1990,  113.8563,  490.2720,   61.1850,   16.0368,      3060
    60,    0.0000,   25.9067,  148.4155,    3.7044,   68.2264,   66.0744,   12.3667,   11.5817,   36.1876,  115.8679,    0.0000,    0.0000,    0.0000,  111.8030,    0.0000,    0.0000,  697.2655,  698.0625,    0.0657,    0.1156,   12.6169,  113.6693,  489.1717,   62.3749,   15.0105,      3060
    61,    0.0000,   27.5379,  151.3850,    3.3795,   68.1683,   65.3700,   12.4525,   11.7892,   33.7361,  115.8522,    0.0000,    0.0000,    0.0000,  110.7943,    0.0000,    0.0000,  698.6498,  699.4551,    0.0556,    0.1224,   13.0782,  112.6987,  490.5031,   63.1310,   14.3969,      3060
    62,    0.0000,   27.6530,  161.7731,    3.0735,   67.5632,   65.2751,   12.4075,   11.6449,   33.3629,  109.2049,    0.0000,    0.0000,    0.0000,  109.0900,    0.0000,    0.0000,  698.7365,  699.5418,    0.0546,    0.1260,   12.8820,  111.6449,  492.7804,   61.2676,   15.5007,      3060
    63,    0.0000,   29.9872,  189.4679,    2.4756,   67.5349,   65.2950,   12.4727,   11.5329,   26.4205,   86.4152,    0.0000,    0.0000,    0.0000,  109.2128,    0.0000,    0.0000,  698.8222,  699.6305,    0.0554,    0.1272,   12.5804,  111.6882,  492.4208,   62.6462,   15.3080,      3060
    64,    0.0000,   33.0102,  252.5346,    2.7129,   67.4742,   66.4302,   12.4279,   11.5020,   27.2096,   22.1744,    0.0000,    0.0000,    0.0000,  106.1253,    0.0000,    0.0000,  698.5311,  699.3414,    0.0608,    0.1252,   12.5662,  108.3271,  496.2876,   62.6272,   14.7482,      3060
    65,    0.0000,   41.6788,  247.7312,    3.1205,   67.4829,   65.7296,   11.0516,   10.6385,   26.3788,   21.6126,    0.0000,    0.0000,    0.0000,  101.0880,    0.0000,    0.0000,  688.0929,  688.8917,    0.0549,    0.1206,   11.5379,  103.0893,  496.2985,   59.5589,   13.1094,      3060
    66,    0.0000,   37.1752,  247.4221,    2.9837,   67.4100,   65.7160,   11.1061,   10.7581,   28.8409,   22.1851,    0.0000,    0.0000,    0.0000,  103.4813,    0.0000,    0.0000,  686.7146,  687.5121,    0.0612,    0.1215,   11.3027,  105.0777,  494.4567,   57.2599,   14.4826,      3060
    67,    0.0000,   40.2915,  245.8303,    2.9256,   67.3121,   65.8334,   11.1739,   10.7865,   26.2713,   22.1248,    0.0000,    0.0000,    0.0000,  101.8368,    0.0000,    0.0000,  686.2172,  687.0217,    0.0545,    0.1222,   11.3188,  103.5356,  493.4140,   58.2178,   15.6651,      3060
    68,    0.0000,   40.9162,  241.5124,    2.8338,   67.2650,   66.0334,   11.0476,   10.6136,   27.5261,   20.6190,    0.0000,    0.0000,    0.0000,   99.1680,    0.0000,    0.0000,  678.5042,  679.3180,    0.0551,    0.1257,   11.7276,  100.8237,  489.2692,   53.3146,   18.6590,      3060
    69,    0.0000,   44.7536,  236.2766,    1.9454,   67.2599,   66.1334,   11.4551,   10.3777,   23.8920,   20.1873,    0.0000,    0.0000,    0.0000,   94.6768,    0.0000,    0.0000,  671.2444,  672.0535,    0.0627,    0.1177,   12.8444,   96.5111,  483.1212,   53.6231,   19.8652,      3060
    70,    0.0000,   47.0790,  234.2558,    2.4178,   67.3597,   65.7320,   11.3388,   10.9141,   19.7057,   22.9175,    0.0000,    0.0000,    0.0000,  102.8219,    0.0000,    0.0000,  676.4434,  677.2535,    0.0565,    0.1221,   11.2322,  104.5081,  482.6448,   56.2409,   17.9418,      3060
    71,    0.0000,   42.2162,  235.6828,    2.7388,   67.4468,   65.6059,   11.1274,   10.6015,   20.2395,   22.5194,    0.0000,    0.0000,    0.0000,  109.7351,    0.0000,    0.0000,  682.2026,  682.9972,    0.0540,    0.1172,   11.1852,  111.1985,  479.0214,   61.1778,   15.8674,      3060
    72,    0.0000,   39.2924,  238.4740,    2.8903,   67.3762,   65.5566,   11.1290,   10.4275,   25.0348,   22.3372,    0.0000,    0.0000,    0.0000,  109.4052,    0.0000,    0.0000,  682.8987,  683.6897,    0.0548,    0.1199,   10.7955,  111.2536,  483.3727,   59.3800,   15.1548,      3060
    73,    0.0000,   42.8936,  240.2316,    3.4625,   67.4842,   66.0672,   11.3313,   11.0870,   20.5677,   22.7661,    0.0000,    0.0000,    0.0000,  106.9624,    0.0000,    0.0000,  690.1037,  690.9036,    0.0539,    0.1214,   11.9041,  108.9874,  486.7966,   63.2532,   14.4218,      3060
    74,    0.0000,   42.6111,  240.9944,    3.2605,   67.4867,   66.1256,   11.3771,   11.0862,   18.9382,   24.0179,    0.0000,    0.0000,    0.0000,  109.9835,    0.0000,    0.0000,  690.9652,  691.7709,    0.0549,    0.1234,   11.3093,  111.7667,  486.7580,   62.6379,   14.6797,      3060
    75,    0.0000,   44.1530,  241.9007,    3.3927,   67.6409,   66.0475,   11.4371,   11.0946,   17.0139,   23.2389,    0.0000,    0.0000,    0.0000,  109.4367,    0.0000,    0.0000,  691.3934,  692.1957,    0.0558,    0.1230,   11.6712,  110.8830,  486.7938,   63.3007,   14.1953,      3060
    76,    0.0000,   35.7299,  241.5580,    3.7760,   67.5989,   66.0866,   11.3953,   11.0818,   27.1254,   22.3505,    0.0000,    0.0000,    0.0000,  107.9995,    0.0000,    0.0000,  691.3607,  692.1602,    0.0606,    0.1190,   11.7253,  110.0370,  487.5866,   63.7081,   13.6943,      3060
    77,    0.0000,   45.6535,  240.9083,    3.2943,   67.8634,   65.9065,   11.3888,   11.0579,   17.9090,   23.0629,    0.0000,    0.0000,    0.0000,  107.7436,    0.0000,    0.0000,  691.1623,  691.9589,    0.0544,    0.1173,   11.7807,  109.7956,  487.9301,   63.9104,   13.4229,      3060
    78,    0.0000,   44.3686,  242.9934,    3.1149,   67.4754,   65.9368,   11.3401,   11.0241,   18.1202,   22.4042,    0.0000,    0.0000,    0.0000,  107.9837,    0.0000,    0.0000,  690.9460,  691.7469,    0.0544,    0.1184,   12.0139,  109.7333,  487.6354,   62.7436,   14.1541,      3060
    79,    0.0000,   49.6754,  243.0389,    2.7787,   67.6311,   65.8643,   11.2040,   11.0249,   14.3861,   23.5401,    0.0000,    0.0000,    0.0000,  104.2061,    0.0000,    0.0000,  690.7726,  691.5728,    0.0568,    0.1185,   12.0352,  106.1698,  490.0498,   63.0434,   14.7605,      3060
    80,    0.0000,   38.2437,  237.6342,    2.9889,   67.5384,   66.1599,   11.1944,   10.8117,   25.9537,   21.8080,    0.0000,    0.0000,    0.0000,  106.0158,    0.0000,    0.0000,  684.8283,  685.6350,    0.0543,    0.1188,   11.4768,  107.9888,  483.2498,   61.5666,   16.5549,      3060
    81,    0.0000,   48.1684,  239.1406,    3.1839,   67.7629,   65.9921,   11.4379,   10.6777,   13.7309,   22.2656,    0.0000,    0.0000,    0.0000,  106.8393,    0.0000,    0.0000,  683.1181,  683.9133,    0.0539,    0.1204,   12.2164,  108.4646,  483.2414,   59.5677,   16.1278,      3060
    82,    0.0000,   48.7001,  236.0157,    2.8899,   67.5598,   65.9804,   11.2777,   10.8484,   14.6046,   21.5848,    0.0000,    0.0000,    0.0000,  105.1309,    0.0000,    0.0000,  679.5757,  680.3667,    0.0614,    0.1137,   12.3449,  106.5900,  480.3586,   59.4329,   17.3783,      3060
    83,    0.0000,   54.2585,  234.0828,    2.0892,   67.6276,   66.2921,   11.4043,   11.1773,   10.3271,   20.9354,    0.0000,    0.0000,    0.0000,   99.7854,    0.0000,    0.0000,  674.2056,  675.0026,    0.0590,    0.1166,   12.6437,  101.5940,  479.1678,   58.5817,   18.2548,      3060
    84,    0.0000,   40.7037,  231.9410,    3.5878,   67.6828,   65.9762,   11.5825,   10.9485,   27.0479,   19.9778,    0.0000,    0.0000,    0.0000,  101.6267,    0.0000,    0.0000,  674.4438,  675.2558,    0.0552,    0.1237,   12.6492,  103.7815,  480.4217,   54.8142,   18.5160,      3060
    85,    0.0000,   37.5435,  233.5654,    3.9653,   67.6785,   66.5004,   11.3325,   11.2863,   27.3773,   19.3399,    0.0000,    0.0000,    0.0000,  107.4019,    0.0000,    0.0000,  682.6979,  683.5026,    0.0553,    0.1236,   12.3713,  109.2943,  479.5692,   60.9112,   16.6362,      3060
    86,    0.0000,   37.2474,  237.0718,    4.0790,   67.5592,   66.5421,   11.2888,   11.2126,   27.9712,   20.4049,    0.0000,    0.0000,    0.0000,  107.9041,    0.0000,    0.0000,  685.1093,  685.9111,    0.0533,    0.1215,   12.1656,  109.6755,  484.3140,   59.2478,   16.0519,      3060
    87,    0.0000,   37.6777,  237.7132,    4.2305,   67.8107,   66.4130,   11.7206,   10.9646,   27.0760,   20.6952,    0.0000,    0.0000,    0.0000,  105.0004,    0.0000,    0.0000,  688.1503,  688.9472,    0.0545,    0.1202,   13.9187,  106.7882,  485.2293,   61.1856,   15.6859,      3060
